DISTRICT,101,DN_00,DN_01,DN_02,DN_03,DN_04,DN_05,DN_06,DN_07,DN_08,DN_09,DN_10,DN_11,DN_12,DN_13,DN_14,DN_15,DN_16,DN_17,DN_18,DN_19,DN_20,DN_21,DN_22,DN_23,DN_24,DN_25,DN_26,DN_27,DN_28,DN_29,DN_30,DN_31,DN_32,DN_33,DN_34,DN_35,DN_36,DN_37,DN_38,DN_39,DN_40,DN_41,DN_42,DN_43,DN_44,DN_45,DN_46,DN_47,DN_48,DN_49,DN_50,DN_51,DN_52,DN_53,DN_54,DN_55,DN_56,DN_57,DN_58,DN_59,DN_60,DN_61,DN_62,DN_63,mean,sum,Water,Evergreen Needleleaf forest,Evergreen Broadleaf forest,Deciduous Needleleaf forest,Deciduous Broadleaf forest,Mixed forest,Closed shrublands,Open shrublands,Woody savannas,Savannas,Grasslands,Permanent wetlands,Croplands,Urban and built-up,Cropland/Natural vegetation mosaic,Snow and ice,Barren or sparsely vegetated,MSL_1,MSL_2,MSL_3,MSW_1,MSW_2,MSW_3,CHH_1,CHH_2,CHH_3,FC_1,FC_2,FC_3,BF_1,BF_2,BF_3,EMP_1,EMP_2,EMP_3,asset_1,asset_2,asset_3
Bahraich,180,3446.52,0,0,0,309.4,285.23,99.98,49.36,25.03,15.99,10.44,6.83,6.41,7.9,4.85,6.12,2.15,1.51,0.79,2.3,2.23,3.74,3.74,0.72,2.22,0,0,1.43,2.94,0.79,0.79,0,0.72,0.72,2.15,2.94,0,0.72,3.02,0.79,0,0,1.59,0.72,3.02,0.72,0,1.68,0,0,1.51,0.72,0,2.31,0.79,1.59,0.72,0,0,0,0,0,0,0,12584.63,6174203078,7.29,0,1.95,0,0,358,2.11,72.3,82.1,0.23,46,29.5,3540,36.3,132,0,20.3,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Baksa,324,1939.93,0,0,0,164.35,205.94,40.53,14.09,3.5,0.25,1.42,0.86,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7820.94,2083310140,0,0.69,130,0,1.07,107,0.42,3.55,134,32.8,2.96,7.33,1110,0.06,840,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
Balaghat,457,7311.39,0,0,0,363.16,766.81,384.53,140.79,83.25,33.64,29.39,22.46,15.84,14.39,11.23,10.22,4,4.08,7.82,3.91,5.75,3.91,0.75,0.75,1.58,0,1.67,0.83,0.92,1.67,0,2.33,0.92,0.83,1.58,0.83,0.75,0.83,0,0,0.83,0,0,1.66,0,0.83,0.75,1.5,0,0.83,0.75,0,0.75,0,0.75,0,0,0,0,0,0,0,0,0,12199.15,12208246780,0,0,0,0,1520,1560,0.7,1.89,2910,17.9,3.51,1.2,2550,10.6,681,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
Balangir,393,5325.54,0,0,0,287.89,501.72,154.55,67.77,35.07,28.51,14.16,19.15,15.79,6.47,11.15,12.01,6.2,5.54,7.06,4.87,5.71,3.23,7.2,2.43,3.95,1.6,1.68,5.15,0,1.59,3.36,0,0,0.77,1.77,2.26,1.68,0.84,1.59,0,0.84,0,0.75,0.84,0,0,1.59,0.84,0,2.26,2.44,0,0.84,0,0,0.84,0,1.51,0.84,0.75,0.75,0,0,0,12646.49,8911781046,0,0,0,0,56.5,354,0.93,8.26,1230,2.22,5.85,0.65,4110,10.7,778,0,0.84,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Baleshwar,377,1451.69,0,0,0,44.57,1083.6,511.93,278.28,126.86,69.83,51.54,33.17,29.17,20.65,15.51,13.25,9.25,8.76,19.93,11.43,12.93,8.86,4.09,5.42,6.25,3.17,3.26,4.01,1.67,3.17,2.51,2.33,2.42,2.42,0,1.5,1.67,0.83,2.25,2.33,0.93,0.83,0.75,1.5,0.83,0.75,2.43,1.58,2.42,1.58,0,0.75,1.5,0,0.75,1.67,3.08,0.83,0.75,1.67,0,0.93,0,0,43416.72,18174878272,132,0,16.4,0,11.3,69.8,4.84,21.6,164,0.67,27.4,16.1,2910,12.6,472,0.19,12.9,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
Ballia,193,2255.13,0,0,0,116.59,353.83,96.58,37.19,26.08,16.54,12.42,5.31,6.03,6.87,4.47,5.67,2.66,2.91,2.66,1.52,4.6,1.61,3.29,1.53,2.26,0.81,3.58,2.98,0.73,2.26,2.34,2.34,0,0.89,2.34,1.61,1.53,1.53,1.62,3.88,0,0,1.53,0.73,0.81,0.73,2.51,0,1.45,1.53,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,17174.68,5758623494,0.47,0,0,0,0,0.19,0,70.7,0,0,68.5,5.07,2790,36.2,19.7,0,14.3,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
Balrampur,182,2743.43,0,0,0,121.6,231.25,67.01,30.83,22.95,14.9,8.87,7.1,5.81,8.75,3.91,3.74,4.38,1.59,3.58,2.31,4.46,3.1,1.43,4.16,0.8,4.38,0.8,0.72,2.86,0.8,0.72,0,0,0,1.51,1.51,0.8,2.48,0.72,0.8,0,0.72,1.43,0.72,0,0.72,1.59,1.6,0,0,0,0,1.43,1.59,0,0,0,0,0,0,0,0,0,0,12129.44,4562149755,0.47,0,0.66,0,1.03,339,3.26,0.24,104,0,1.11,6.36,2460,18.4,389,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Banas Kantha,469,3433.2,0,0,0,659.8,2132.48,1775.46,1148.7,572.59,310.98,153.35,100.24,79.66,44.62,44.23,22.66,24.27,16.53,11.62,11.12,7.85,8.75,8.41,9.06,4.75,3.84,8.82,4.09,4.67,5,4.66,3.84,2.29,2.21,1.47,1.64,2.54,1.55,3.19,0.74,6.05,0,2.21,1.55,2.37,0.74,0.74,1.64,0.82,0.82,3.11,0.74,1.63,0,2.29,0,0.91,0,1.55,0,0,0,0,0,41922.95,49237649836,9.9,0,0,0,0.42,6.65,1.33,374,17.5,0,104,0.18,9940,31.9,120,0,46.8,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
Banda,170,3633.31,0,0,0,316.72,287.21,91.86,39.12,34.83,18.07,7.53,12.98,10.6,6.15,9.96,2.99,4.71,3.88,2.19,3.89,1.46,2.35,2.91,3.89,3.17,1.54,0.81,2.35,1.63,0.81,0.81,0.73,0.73,2.35,1.62,0,0.73,0,0,1.63,2.27,1.54,0.73,0,1.54,0,0,0.73,2.27,0.81,0,0.73,0,1.71,1.46,0,0.81,0,2.27,0,0,0,0,0,12779.75,6442757260,0,0,0,0,1.65,0.3,0.26,11.8,5.99,0,11.2,0,4430,71.8,0.31,0,0.05,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
Bandipore,9,2166.57,0,0,0,25.3,42.6,27.73,13.55,4.07,2.31,4.3,2.23,2.22,1.41,2.15,0.74,0.67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2959.06,827088288.5,43.3,307,0,2.71,0.17,231,3.45,27.6,20.7,2.17,1340,7.61,139,0.84,27.8,76.8,66.9,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
Bangalore Rural,583,0.53,0,0,0,5.13,41.72,143.22,180.39,124.77,155.22,210.23,199.43,175.25,127.99,114.9,90.22,68.42,67.75,79.65,49.93,40.34,30.42,25.03,20.51,15.86,15.57,19.34,8.23,15.63,17.53,14.42,11.49,10.53,17.4,9.24,8.29,9.52,7.42,9.93,10.97,13.5,12.45,8.66,6.02,8.88,5.05,8.17,4.39,7.39,3.58,8.55,7.51,3.1,2.65,5.99,9.07,5.19,5.12,5.81,4.6,4.03,11.17,2.62,0,153794.96,36650172396,0,0,0,0,0,1.13,0.24,3.25,5.45,0.22,7.77,0,1180,8.24,1100,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
Banka,225,2940.32,0,0,0,18.07,87.81,29.98,10.63,5.49,3.96,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2560.41,878443473.5,0.42,0,0,0,2.96,4.9,2.41,62.6,47.5,0,38.7,0,2580,42.8,321,0,0.89,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
Bankura,339,2566.97,0,0,0,5.69,1739.54,1069.71,486.77,265.68,162.63,106.26,87.97,54.21,45.91,40.64,27.61,28.62,26.75,18.27,12.95,15.98,11.52,12.51,6.91,14.41,14.25,9.13,9.81,4.94,5.37,6.4,6.34,6.83,4.61,4.61,7.34,5.48,5.95,3.13,3.04,4.28,2.96,0,2.34,3.06,2.39,0.82,3.45,5.24,3.78,0.78,1.91,1.02,1.56,4.13,0.57,1.58,3.34,0.23,0.22,0,0.04,0,0,45197.05,34312301144,16.6,0,0,0,7.81,68.9,7.74,39.5,138,0.78,24.2,5.37,3750,75.7,2810,0,5.02,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
Banswara,125,2267.71,0,0,0,63.01,1103.39,526.86,197.51,85.31,52.5,32.3,24.26,21.93,14.47,9.27,9.54,11.66,8.54,9.45,3.12,6.5,1.48,3.95,2.38,3.04,1.56,1.48,2.46,1.48,3.95,0.82,3.04,1.56,3.04,2.55,1.56,0,1.56,2.38,0,0.82,0.82,0.82,0,2.3,2.39,1.56,2.22,0,0,0.74,0,2.38,0.82,0.74,0.74,1.65,0.74,0,0,0.82,0.82,0,0,31571.55,15581306660,30.3,0.24,0.46,0,0,1.3,21,5.59,47.2,0,6.01,1.07,3660,15.8,704,0,8.74,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
Bara Banki,176,1953.26,0,0,0,539.81,659.71,236.73,96.17,54.44,32.62,23.93,21.07,11.59,10.62,9.91,13.08,6.8,9.91,11.77,6.71,7.49,5.19,6.33,5.27,8.23,4.73,2.96,2.35,5.92,3.21,5.36,2.79,0.8,2.22,1.44,2.67,0.95,0.72,3.03,1.54,1.78,0.3,1.85,2.41,1.52,1.55,0.72,0,1.52,0.72,1.34,0.72,1.61,0,1.6,1.52,1.52,0.72,0.07,0,0,0,0,0,30361.74,12968635966,0,0,0,0,0,0,0,19.5,0.45,0,16.5,0,3680,27.3,41.2,0,6.59,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Baran,128,2883.5,0,0,0,175.23,1171.97,1054.56,570.1,258.14,148.44,102.51,72.4,43.32,40.35,25.85,23.97,24.31,12.45,17.24,17.64,14.83,9.91,14.32,5.28,9.52,9.2,5.46,9.2,6.92,6.01,6.23,4.72,5.44,7.73,3.83,2.94,3.1,2.19,4.47,1.46,4.89,3.09,1.63,1.62,3.09,4.89,0.73,2.19,4.07,2.36,3.82,0.73,0.81,1.64,3.17,0.81,1.46,1.62,1.46,1.46,0,0,0,0,40843.74,30868693525,0,0,0,0,6.33,3.08,0.69,141,530,0,409,0,5510,18.3,201,0,0.18,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
Barddhaman,335,925.38,0,0,0,7.09,1486.15,1269.41,629.13,344.32,306.07,201.4,146.43,96.73,87.66,70.78,80.98,55.62,64.68,53.41,48.3,49.42,42.91,47.99,41.8,35.68,43.13,37.56,35.2,27.87,20.53,28.19,17.88,21.49,20.86,21.04,20.88,30.51,29.36,28.15,24.13,31.26,33.82,27.61,24.15,23.97,19.23,19.13,21.23,23.43,21.05,17.29,15.94,26.67,8.96,14.79,14.93,8.05,8.99,11.18,12.61,17.99,12.79,37.07,75.12,106271.58,81743306255,5.69,0,0.2,0,2.2,5.07,5.66,28.8,56.3,0.23,16.4,1.59,5850,441,607,0,1.18,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
Bareilly,150,2057.4,0,0,0,364.6,480.4,201.21,116.24,85.47,50.06,46.67,32.08,27.3,25.83,27.33,13.03,17.47,8.76,14.11,8.22,11.53,7.42,10.12,9.86,6.86,6,6.7,4.83,3.88,8.37,3.08,4.42,3.63,3.25,3.87,4.26,3.79,3.71,1.42,1.42,1.5,6.16,3.63,5.3,2.29,0.79,2.21,2.13,2.29,2.38,4.51,1.42,3.08,2.29,5.45,3.08,3,2.3,7.58,4.58,4.42,6.24,11.05,12.71,42305.21,18278899001,0,0,0,0,0,0,0,2.46,0,0,0.7,0,3680,97.8,3.3,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
Bargarh,370,4218.61,0,0,0,274.9,594.68,254.27,129.63,79.28,51.92,41.73,25.54,13.47,14.85,13.55,8.77,7.07,3.92,4.68,3.18,3,5.68,4.18,2.5,2.83,3.17,0.75,0,1.58,0,1.58,2.51,0.75,3.19,0,1.67,0.83,0.75,2.25,0,1.59,1.68,0,0.75,1.67,0.83,0,0.93,0,2.34,0.75,1.5,0.83,0.75,0,0.83,0,1.58,0.75,0,0,0,0,0,17791.18,11113270662,118,0.42,1.35,0,112,444,8.44,5.16,587,3.05,2.84,15.2,4250,7.11,238,0,1.59,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
Barmer,115,24481.58,0,0,7.59,1023.68,1171.73,538.76,295.4,201.68,134.83,95.35,53.59,51.36,32.88,39.63,25.5,24.4,16.15,23.27,9.84,17.68,15.4,6.23,5.5,11.22,1.62,9.54,9.3,3.07,7.58,6.05,1.45,7.58,3.8,3.79,4.85,2.98,1.61,3.32,3.95,1.45,4.6,1.45,6.7,3.15,0.73,3.15,2.43,6.3,2.18,0.73,2.98,5.24,0.73,4.76,1.62,2.26,2.26,4.44,3.15,2.51,2.34,1.61,0,9363.56,29666796493,0,0,0,0,0,0,0,20700,0,0,361,0,6350,49.7,137,0,776,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
Barnala,54,0,0,0,0,0,0.77,15.38,58.22,140.08,217.04,246.68,181.14,141.49,99.1,73.76,54.85,34.84,26.9,23.58,14.2,18.68,9.85,11.59,6.03,7.28,7.65,5.04,10.31,7.35,6.13,5.96,8.29,6.08,5.12,3.72,6.27,2.17,3.72,2.09,0.7,0.77,2.24,0,0.7,0.77,0.77,2.94,0.86,1.47,0,0.77,2.42,0.77,0.7,0,1.47,0.77,0,0.77,2.94,0.7,1.39,0,0,112086.42,19365203597,0,0,0,0,0,0,0,0.42,0,0,0,0,1470,13.7,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
Barpeta,303,1638.17,0,0,0,126.74,252.78,106.03,54.76,38.08,26.18,25.29,13.03,10.6,7.46,4.5,2.33,1.44,2.42,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15943.51,4127541820,115,0,0.37,0,1.07,5.58,6.23,125,37.2,1.71,139,27.1,1700,8.48,95.1,0.19,51.8,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
Barwani,441,3894.33,0,0,4.09,702.7,385.79,180.29,79.25,48.33,25.74,23.9,17.35,16.29,6.32,1.67,2.99,3.16,2.5,4.92,2.33,4.66,1.66,2.49,0.75,1.58,2.33,2.33,0.83,1.58,1.5,2.33,1.67,1.58,0.75,0.83,0.75,4.17,0.75,0,0.75,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15242.04,8966707388,0,0,0.2,0,6.55,8.41,4.48,3.14,200,3.87,14.7,0.27,3050,53.9,2080,0,3.69,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
Bastar,414,9370.84,0,0,0,141.63,393.68,171.99,65.33,38.34,34.11,23.61,12.02,6.6,4.99,6.78,7.19,4.14,2.37,3.22,5.67,3.13,3.29,0,1.61,2.64,2.45,2.45,0.85,2.55,2.28,0.76,1.61,0,0,0,1.52,2.37,1.52,0.85,2.54,0,0,0.76,0.76,0,0.76,2.37,0,1.61,2.55,0,0.85,1.61,0.76,0.76,0,1.7,2.45,0.76,0,1.69,1.52,0,0,6922.02,7633573244,1.07,0,0.23,0,172,420,8.53,27.2,6840,121,13.7,0,1060,9.62,1670,0,1.9,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
Basti,185,1070.77,0,0,0,323.71,423.19,237.98,186.18,200.77,121.98,76.09,64.09,31.8,30.17,18.66,14.67,9.66,4.58,6.24,3.29,2.24,4.18,2.41,2.24,2.32,0,3.64,2.29,3.83,1.44,1.24,2.24,1.47,0.72,0.72,0.8,0,1.78,2.16,1.44,1.52,2.24,0,1.52,2.24,1.44,0,1.52,1.44,1.6,1.6,2.96,0,2.32,1.61,0,0,0,0,0,0,0,0,0,43312.06,14047783427,0,0,0,0,0,0.03,0.16,33.9,0,0,20.5,0,2800,23.6,0.18,0,4.98,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
Bathinda,46,0,0,0,0,0,5.08,32.44,73.97,148.06,248.27,328.66,398.25,380.38,310.93,234.71,184.83,128.05,125.53,105.54,62.21,72.44,52.33,46.58,33.4,34.7,29.99,23.36,19.76,15.37,14.21,17.15,13.88,17.92,15.15,5.35,10.28,11.02,11.25,11.64,3.73,9.61,5.53,5.66,3.01,5.67,2.88,6.36,5.04,4.42,6.34,5.05,7.2,0.78,3.38,5.27,2.27,5.62,8.93,5.82,0.7,5.49,6.61,11.74,19.65,135976.56,53179206808,0,0,0,0,0,0,0,4,0,0,0.66,0,3300,65.4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
Bauda,391,3006.44,0,0,0,17.78,46.21,10.11,4.92,9.47,3.93,1.63,3.1,5.62,0.56,0.84,2.34,0.75,0.21,0.75,0,0,0,0.84,0,0,0,0.2,0.58,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244.51,751269210.3,0.3,0,1.64,0,453,317,0.4,25.4,750,3.58,66.2,1.29,841,1.26,654,0,0.94,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
Begusarai,222,1349.7,0,0,0,2.19,213.68,90.28,48.03,28.7,21.59,15.89,16.72,5.63,12.16,7.65,8.33,3.89,5.26,6.1,1.27,4.64,7.73,4.61,0.81,3.8,3.8,6.24,3.98,3.72,4.79,1.46,3.8,2.99,1.54,4.7,3.97,0.81,2.36,1.62,1.46,0.73,0.81,0,2.27,3.33,0.73,0,3.8,2.99,0,2.27,0.81,0.73,2.43,0.73,1.46,0,0,0.73,0.9,1.71,1.62,1.54,0.73,32128.03,6921005629,2.65,0,0,0,0,0,4.25,59.4,0.19,0,50.7,0,1710,58,23.1,0.45,31.3,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
Belgaum,555,1693.71,0,0,4.86,938.35,2102.43,1685.18,1220.73,898.33,730.9,681.76,523.21,470.69,430.7,389.71,365.93,295,224.94,151.34,100.06,73.18,79.44,47.44,40.34,28.05,12.46,13.09,16.32,9.39,9.03,6.63,9.03,12.28,8,5.1,4.83,8.28,4.82,6.82,4.81,2.41,5.08,3.96,4.91,1.64,4.13,1.64,4.21,0.86,2.68,3.63,4.82,4.91,2.5,0.77,1.55,1.64,3.45,5,2.5,3.96,7.5,13.78,1.72,77822.38,109000000000,66.1,0,152,0,2.62,86.4,21,258,1550,55.2,14.8,7.95,8470,98.2,2610,0,6.48,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
Bellary,565,1460.7,0,0,0,95.12,1714.23,1611.71,1071.08,647.92,448.28,265.22,160.32,122.57,85.03,75.25,68.81,58.15,45.96,31.33,35.86,32.78,26.48,29.8,22.11,21.09,17.85,21.44,13.22,15.65,11.32,11.87,6.75,13.25,9.84,9.76,7.44,8.8,9.93,5.98,10.21,3.37,5.01,5.1,5.7,3.11,2.7,3.97,7.34,2.33,8.9,6.05,7.43,5.7,6.56,0.78,2.33,9.95,3.55,9.08,4.84,5.61,10.21,10.11,10.72,71683.98,63060178178,106,0.22,0,0,1.25,38.1,24.2,200,58.2,6.29,45.2,5.17,7250,53.4,650,0,3.06,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
Betul,447,8365.59,0,0,1.84,592.17,534.31,198.11,102.1,39.2,31.28,18.28,23.7,17.55,10.97,9.47,14.21,12.72,10.39,7.72,7.9,5.49,5.32,2.41,4.57,1.58,2.41,2.42,3.24,3.25,1.75,2.32,0.75,0.92,1.58,1.58,1.66,1.67,2.32,1.66,2.5,2.58,0.75,1.66,0.83,0,0.83,3.82,0.83,0.75,1.49,1.58,0,1.58,0,0.75,0,0,0.75,0,0,0,0,0,0,10609.43,11563412537,2.81,0,0,0,50.4,865,6.32,4.57,4490,2.4,2.18,3.04,3880,18,741,0,4.09,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
Bhadrak,378,1360.91,0,0,0,154.41,565.71,168.5,51.22,32.02,19.07,11.71,10.46,13.12,5.37,6.24,3.27,4.98,8.51,3.19,7.77,1.5,5.03,3.86,2.34,6.61,1.59,3.09,3.48,0,1.59,2.78,0.84,2.6,2.6,1.59,3.09,0.75,2.43,0,1.68,1.5,0.75,2.34,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29271.16,7811844042,61.3,0,1.53,0,0,4.51,9.55,23.9,9.43,0.22,14.3,9.14,2280,5.23,46.3,2.16,7.14,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
Bhagalpur,224,1454.46,0,0,0,17.53,429.06,212.18,110.72,73.87,26.5,21.85,16.39,23.14,10.03,6.81,7.63,6.9,7.15,5.52,6,7.13,3.08,6.33,3.08,5.35,3.73,5.52,1.54,3.9,3.73,0.73,4.62,3.16,3.24,4.8,3.17,1.54,0.9,3.25,3.16,1.46,2.27,0.81,1.46,1.62,2.19,1.63,1.46,3,0,1.62,2.27,2.44,0.81,1.62,0.73,2.35,2.35,0,0,0.73,2.19,1.46,0,36527.52,10312597035,15.3,0,0,0,0,0,10.9,83.2,2.75,0,58.3,0.37,2170,85.3,83.9,0,27.9,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
Bhandara,506,1149.04,0,0,0,266.18,1209.74,543.33,223.49,112.04,85.96,69.6,35.6,28.72,18.76,16.5,17.3,7.45,9.27,6.93,10.18,3.27,7.27,5.51,5.6,2.42,3.09,2.42,1.59,0.75,0.84,0.75,1.59,0,1.59,0.93,0.75,0.75,0.84,2.34,0,0,0.84,1.5,0,0.84,1.76,0,0.75,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42673.71,17742529779,0,0,0,0,39,438,0.21,8.14,479,0.31,2.54,0.41,2700,18,172,0,0.38,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
Bharatpur,105,568.68,0,0,0,4.48,784.19,1342.91,881.13,482.26,251.33,175.8,102.67,78.44,59.94,48.97,27.97,32.05,21.9,17.71,11.88,12.85,12.28,14.15,9.26,6.86,9.37,5.34,10.78,6.14,5.26,3.83,3.83,3.11,3.11,4.71,2.23,4,3.84,0.8,3.75,3.03,0.72,0.8,1.44,0.72,0.72,1.51,0.8,0.72,3.2,3.92,2.15,0.8,0,1.44,0,0,1.44,3.03,2.15,2.31,2.31,4.63,0,64355.96,36739960944,0,0,0,0,0,0,0.41,12.3,0.46,0,33.8,0,4950,55.6,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
Bharuch,488,228.26,0,0,0.75,563.81,829.35,768.64,626.12,454.15,297,200.57,136.27,115.74,88.93,87.28,74.68,56.99,56.47,48.73,46,36.16,35.88,37.37,17.83,25.54,20.8,17.11,17.18,19.71,14.08,11.56,9.79,14.11,14.08,11.27,15.65,13.22,14.24,13.41,8.24,13.23,9.78,9.49,8.82,8.07,12.73,9.25,7.91,8.83,7.45,9.92,8.55,12.9,11.44,5.96,6.44,4.66,6.35,8.85,10.73,8.41,11.01,22.48,9.5,97670.79,55805201875,78,0,1.76,0.49,0,4.02,1.76,198,2.62,0,259,4.83,3010,279,1380,0.42,62.6,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
Bhavnagar,481,579.89,0,0,7.35,1114.22,2261.93,1843.72,996.63,443.03,212.38,155.16,110.41,92.51,58.81,53.18,38.52,41,35.71,34.64,28.87,17.58,22.25,12.16,12.68,20.58,8.82,8.74,11.15,8.75,5.33,10.58,7.33,4.62,6.42,4.84,10.37,6.06,7.24,4.03,3.44,4.65,2.75,3.07,4.25,6.33,2.24,2.24,2.41,0,3.16,2.25,0.83,0.75,0.75,4.35,2.33,1.5,2.41,2.33,2.33,3.99,3.16,5.67,7.25,62521.98,56599499631,140,0,1.76,0.32,0.19,3.14,7.07,165,15.4,0.65,240,4.13,6130,264,1340,2.25,61.1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
Bhilwara,122,5708.88,0,0,0,594.66,2006.35,822.08,358.13,233.51,148.38,98.26,57.78,36.98,37.39,40.22,28,26.38,27.22,22.34,25.62,15.16,14.5,14.66,13.03,7.62,7.68,6.32,7.14,3.81,3.8,5.43,6.16,5.33,1.7,4.78,3,4.76,3,2.34,1.54,0.9,5.51,2.19,2.27,3.89,1.89,0,0,2.98,1.46,2.36,3.08,3.89,1.62,1.62,0,0.81,0.81,3.73,3.98,2.52,3.73,9.24,0.81,30011.86,34933444295,0,0,0,0,0,0.23,1.56,257,58.7,0,1870,0.88,8120,35.7,118,0,0.19,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
Bhind,420,3538.77,0,0,0.72,287.1,285.76,105.59,56.68,22.66,25.22,23.3,11.79,9.41,14.01,5.46,4.49,10.85,3.94,2.51,2.21,3.09,0,1.03,0.75,2.42,4.1,3.06,3.69,3.03,0.72,0.8,0.71,1.47,0.36,2.89,0.45,1.07,1.52,0.72,2.25,2.16,2.5,1.53,0.72,0,1.52,2.97,0.8,0.72,0.8,3.05,1.52,0.72,0.72,0.8,0.89,0.72,0.8,0,0,0,0,0,0,14391.58,7208723160,0,0,0,0,0,0,0,1.43,1.83,0,2.69,0,4410,48.6,2.75,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
Bhiwani,81,67.07,0,0,0,27.06,323.28,653.58,826.56,762.78,531.36,370.1,261.64,175.32,141.56,84.49,54.49,60.87,38.71,38.45,28.18,26.69,19.82,14.29,11.41,6.45,10.9,6.76,6.17,8.41,5.03,2.91,2.12,3.79,1.51,1.49,1.57,1.41,1.75,0.79,4.64,2.28,2.12,0.87,3.86,3.62,1.5,2.2,0.87,1.49,0,2.12,1.49,1.57,1.57,2.28,2.37,0,0.71,0.79,0.71,2.28,2.83,3.15,0,81612.49,43187799824,0,0,0,0,0,0,0,29.6,0,0,0.23,0,4550,44.8,1.05,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
